sku_id,pack_id_db,gtin,swissmedic_no8,preparation_id,product_name,description_de,form_type,form_type_raw,container_count,unit_count,volume_per_unit,volume_unit,total_volume,dose_count,multiplier,multiplied_count,total_units,substance_name,substance_qty,substance_qty_raw,substance_unit,total_substance,is_alt,annotation,parse_confidence,parse_pattern,org_gen_code,atc_code,public_price,exfactory_price
3398,9950,7680667100010,66710001,3553,Dexamethason Galepharm Amp,3 Amp 1 ml,AMPOULE,Amp,3.0,,1.0,ml,3.0,,,,3,Dexamethasoni dihydrogenophosphas,4.0,4,mg,12.0,0,,HIGH,P4_N_FORM_VOL,,H02AB02,15.75,6.0
3399,12628,7680667100027,66710002,3553,Dexamethason Galepharm Amp,10 Amp 1 ml,AMPOULE,Amp,10.0,,1.0,ml,10.0,,,,10,Dexamethasoni dihydrogenophosphas,4.0,4,mg,40.0,0,,HIGH,P4_N_FORM_VOL,,H02AB02,38.15,20.0
3400,9951,7680667100034,66710003,3553,Dexamethason Galepharm Amp,3 Amp 2 ml,AMPOULE,Amp,3.0,,2.0,ml,6.0,,,,3,Dexamethasoni dihydrogenophosphas,4.0,4,mg,12.0,0,,HIGH,P4_N_FORM_VOL,,H02AB02,27.5,10.2
3401,13181,7680667100041,66710004,3553,Dexamethason Galepharm Amp,10 Amp 2 ml,AMPOULE,Amp,10.0,,2.0,ml,20.0,,,,10,Dexamethasoni dihydrogenophosphas,4.0,4,mg,40.0,0,,HIGH,P4_N_FORM_VOL,,H02AB02,53.4,34.0
3402,12522,7680410740012,41074001,825,Dexamethason Zentiva,Amp 1 ml,AMPOULE,Amp,1.0,,1.0,ml,1.0,,,,1,Dexamethasoni natrii phosphas,5.0,5,mg,5.0,0,,HIGH,P6_FORM_VOL,,H02AB02,12.1,2.64
3403,12523,7680410740029,41074002,825,Dexamethason Zentiva,3 Amp 1 ml,AMPOULE,Amp,3.0,,1.0,ml,3.0,,,,3,Dexamethasoni natrii phosphas,5.0,5,mg,15.0,0,,HIGH,P4_N_FORM_VOL,,H02AB02,16.15,6.34
3404,12399,7680410740036,41074003,825,Dexamethason Zentiva,25 Amp 1 ml,AMPOULE,Amp,25.0,,1.0,ml,25.0,,,,25,Dexamethasoni natrii phosphas,5.0,5,mg,125.0,0,,HIGH,P4_N_FORM_VOL,,H02AB02,73.85,52.8
3405,2174,7680410740357,41074035,825,Dexamethason Zentiva,Amp 1 Stk,AMPOULE,Amp,1.0,1.0,,,,,,,1,Dexamethasoni natrii phosphas,5.0,5,mg,5.0,0,,HIGH,P5_FORM_STK,,H02AB02,7.15,2.64
3406,2175,7680410740869,41074086,825,Dexamethason Zentiva,Amp 3 Stk,AMPOULE,Amp,3.0,3.0,,,,,,,3,Dexamethasoni natrii phosphas,5.0,5,mg,15.0,0,,HIGH,P5_FORM_STK,,H02AB02,15.5,6.34
3407,10520,7680410740944,41074094,825,Dexamethason Zentiva,Amp 25 Stk,AMPOULE,Amp,25.0,25.0,,,,,,,25,Dexamethasoni natrii phosphas,5.0,5,mg,125.0,0,,HIGH,P5_FORM_STK,,H02AB02,77.1,52.8
3408,2176,7680604040010,60404001,826,Dexeryl,Tb 50 g,TUBE,Tb,1.0,,50.0,g,50.0,,,,1,Glycerolum,150.0,150,mg,150.0,0,,HIGH,P6_FORM_VOL,O,D02AX,4.6,2.49
3409,2177,7680604040027,60404002,826,Dexeryl,Tb 250 g,TUBE,Tb,1.0,,250.0,g,250.0,,,,1,Glycerolum,150.0,150,mg,150.0,0,,HIGH,P6_FORM_VOL,O,D02AX,11.15,8.15
3410,2178,7680629930013,62993001,827,Dexilant,14 Stk,,,,14.0,,,,,,,14,Dexlansoprazolum,30.0,30,mg,420.0,0,,HIGH,P9_SIMPLE,,A02BC06,29.75,12.26
3411,2179,7680629930020,62993002,827,Dexilant,28 Stk,,,,28.0,,,,,,,28,Dexlansoprazolum,30.0,30,mg,840.0,0,,HIGH,P9_SIMPLE,,A02BC06,39.9,21.58
3412,2181,7680629930037,62993003,827,Dexilant,14 Stk,,,,14.0,,,,,,,14,Dexlansoprazolum,30.0,30,mg,420.0,0,,HIGH,P9_SIMPLE,,A02BC06,32.1,14.41
3413,2182,7680629930044,62993004,827,Dexilant,28 Stk,,,,28.0,,,,,,,28,Dexlansoprazolum,30.0,30,mg,840.0,0,,HIGH,P9_SIMPLE,,A02BC06,44.0,25.36
3414,2180,7680629930051,62993005,827,Dexilant,98 Stk,,,,98.0,,,,,,,98,Dexlansoprazolum,30.0,30,mg,2940.0,0,,HIGH,P9_SIMPLE,,A02BC06,90.15,67.8
3415,2183,7680629930068,62993006,827,Dexilant,56 Stk,,,,56.0,,,,,,,56,Dexlansoprazolum,30.0,30,mg,1680.0,0,,HIGH,P9_SIMPLE,,A02BC06,67.8,47.26
3416,13505,7680665280011,66528001,4311,Diacomit,60 Stk,,,,60.0,,,,,,,60,Stiripentolum,250.0,250,mg,15000.0,0,,HIGH,P9_SIMPLE,,N03AX17,212.35,180.14
3417,13506,7680665280028,66528002,4311,Diacomit,60 Stk,,,,60.0,,,,,,,60,Stiripentolum,250.0,250,mg,15000.0,0,,HIGH,P9_SIMPLE,,N03AX17,408.25,360.29
3418,13508,7680665290010,66529001,4312,Diacomit,Btl 60 Stk,SACHET,Btl,60.0,60.0,,,,,,,60,Stiripentolum,500.0,500,mg,30000.0,0,,HIGH,P5_FORM_STK,,N03AX17,212.35,180.14
3419,13507,7680665290027,66529002,4312,Diacomit,Btl 60 Stk,SACHET,Btl,60.0,60.0,,,,,,,60,Stiripentolum,500.0,500,mg,30000.0,0,,HIGH,P5_FORM_STK,,N03AX17,408.25,360.29
3420,9489,7612929006556,55702002,828,Dialvit,100 Stk,,,,100.0,,,,,,,100,Thiaminum (Vitamin B1),50.0,50,mg,5000.0,0,,HIGH,P9_SIMPLE,,A11EB,34.5,15.8
3421,2184,7680552340064,55234006,829,Diamicron MR,30 Stk,,,,30.0,,,,,,,30,Gliclazidum,60.0,60,mg,1800.0,0,,HIGH,P9_SIMPLE,O,A10BB09,18.2,8.3
3422,2185,7680552340071,55234007,829,Diamicron MR,90 Stk,,,,90.0,,,,,,,90,Gliclazidum,60.0,60,mg,5400.0,0,,HIGH,P9_SIMPLE,O,A10BB09,39.3,21.17
3423,2186,7680211910195,21191019,830,Diamox,25 Stk,,,,25.0,,,,,,,25,Acetazolamidum,250.0,250,mg,6250.0,0,,HIGH,P9_SIMPLE,,S01EC01,15.8,6.05
3424,2187,7680220020151,22002015,831,Diamox,Durchstf 1 Stk,VIAL,Durchstf,1.0,1.0,,,,,,,1,Acetazolamidum,500.0,500,mg,500.0,0,,HIGH,P5_FORM_STK,,S01EC01,29.85,12.36
3425,13947,7680577240011,57724001,833,Diaphin IR,100 Stk,,,,100.0,,,,,,,100,Diamorphini hydrochloridum anhydricum,200.0,200,mg,20000.0,0,,HIGH,P9_SIMPLE,,N07BC06,367.05,337.52
3426,13948,7680577200015,57720001,834,Diaphin SR,100 Stk,,,,100.0,,,,,,,100,Diamorphini hydrochloridum anhydricum,200.0,200,mg,20000.0,0,,HIGH,P9_SIMPLE,,N07BC06,367.05,337.52
3427,2188,7680544670285,54467028,835,Diazepam Desitin Rectal Tube,5x 2.5 ml,,,,,2.5,ml,12.5,,5.0,2.0,5,Diazepamum,5.0,5,mg,25.0,0,,HIGH,P3_MULT_UNIT,,N05BA01,26.6,9.37
3428,2189,7680544670360,54467036,835,Diazepam Desitin Rectal Tube,5x 2.5 ml,,,,,2.5,ml,12.5,,5.0,2.0,5,Diazepamum,5.0,5,mg,25.0,0,,HIGH,P3_MULT_UNIT,,N05BA01,28.5,11.11
3429,2190,7680396450035,39645003,836,Diazepam-Mepha,Ds 25 Stk,DISPENSER,Ds,25.0,25.0,,,,,,,25,Diazepamum,5.0,5,mg,125.0,0,,HIGH,P5_FORM_STK,G,N05BA01,6.9,2.46
3430,2191,7680396450042,39645004,836,Diazepam-Mepha,Ds 100 Stk,DISPENSER,Ds,100.0,100.0,,,,,,,100,Diazepamum,5.0,5,mg,500.0,0,,HIGH,P5_FORM_STK,G,N05BA01,15.95,6.75
3431,2192,7680396450059,39645005,836,Diazepam-Mepha,Ds 25 Stk,DISPENSER,Ds,25.0,25.0,,,,,,,25,Diazepamum,5.0,5,mg,125.0,0,,HIGH,P5_FORM_STK,G,N05BA01,8.3,3.65
3432,2193,7680396450066,39645006,836,Diazepam-Mepha,Ds 100 Stk,DISPENSER,Ds,100.0,100.0,,,,,,,100,Diazepamum,5.0,5,mg,500.0,0,,HIGH,P5_FORM_STK,G,N05BA01,19.8,10.1
3433,8982,7680658560014,65856001,837,Dibase 10'000,Fl 10 ml,BOTTLE,Fl,1.0,,10.0,ml,10.0,,,,1,Cholecalciferolum (Vitamin D3),10000.0,10000,UI,10000.0,0,,HIGH,P6_FORM_VOL,,A11CC05,9.25,5.0
3434,12637,7680658560021,65856002,837,Dibase 10'000,Tropffl 10 ml,BOTTLE,Tropffl,1.0,,10.0,ml,10.0,,,,1,Cholecalciferolum (Vitamin D3),10000.0,10000,UI,10000.0,0,,HIGH,P6_FORM_VOL,,A11CC05,9.25,5.0
3435,13587,7680658570020,65857002,4330,Dibase 25'000,4 Fl 2.5 ml,BOTTLE,Fl,4.0,,2.5,ml,10.0,,,,4,Cholecalciferolum (Vitamin D3),25000.0,25000,UI,100000.0,0,,HIGH,P4_N_FORM_VOL,,A11CC05,15.5,5.75
3436,2194,7680463370273,46337027,838,Dicetel,60 Stk,,,,60.0,,,,,,,60,Pinaverii bromidum,50.0,50,mg,3000.0,0,,HIGH,P9_SIMPLE,,A03AX04,26.65,9.39
3437,2195,7680463370280,46337028,838,Dicetel,120 Stk,,,,120.0,,,,,,,120,Pinaverii bromidum,50.0,50,mg,6000.0,0,,HIGH,P9_SIMPLE,,A03AX04,34.35,16.49
3438,9988,7680468520062,46852006,2173,Diclo Acino,5 Stk,,,,5.0,,,,,,,5,Diclofenacum natricum,100.0,100,mg,500.0,0,,HIGH,P9_SIMPLE,G,M01AB05,5.8,1.5
3439,9066,7680659010013,65901001,3392,DicloZ Emulsions-Gel,Tb 50 g,TUBE,Tb,1.0,,50.0,g,50.0,,,,1,Diclofenacum natricum,10.0,10,mg,10.0,0,,HIGH,P6_FORM_VOL,G,M02AA15,3.95,2.15
3440,9067,7680659010020,65901002,3392,DicloZ Emulsions-Gel,Tb 100 g,TUBE,Tb,1.0,,100.0,g,100.0,,,,1,Diclofenacum natricum,10.0,10,mg,10.0,0,,HIGH,P6_FORM_VOL,G,M02AA15,6.95,3.78
3441,2196,7680614840013,61484001,839,Dicloabak,10 ml,,,,,10.0,ml,10.0,,,,1,Diclofenacum natricum,1.0,1,mg,1.0,0,,HIGH,P9_SIMPLE,G,S01BC03,27.7,10.39
3442,2202,7680476970187,47697018,843,Diclofenac ret Helvepharm,10 Stk,,,,10.0,,,,,,,10,Diclofenacum natricum,100.0,100,mg,1000.0,0,,HIGH,P9_SIMPLE,G,M01AB05,7.7,3.15
3443,2203,7680476970262,47697026,843,Diclofenac ret Helvepharm,30 Stk,,,,30.0,,,,,,,30,Diclofenacum natricum,100.0,100,mg,3000.0,0,,HIGH,P9_SIMPLE,G,M01AB05,16.6,7.31
3444,2204,7680476970347,47697034,843,Diclofenac ret Helvepharm,100 Stk,,,,100.0,,,,,,,100,Diclofenacum natricum,100.0,100,mg,10000.0,0,,HIGH,P9_SIMPLE,G,M01AB05,40.95,21.4
3445,2201,7680603740010,60374001,842,Diclofenac-Mepha,5 Amp 2 ml,AMPOULE,Amp,5.0,,2.0,ml,10.0,,,,5,Diclofenacum natricum,75.0,75,mg,375.0,0,,HIGH,P4_N_FORM_VOL,,M01AB05,12.4,2.9
3446,10328,7680603740027,60374002,842,Diclofenac-Mepha,25 Amp 2 ml,AMPOULE,Amp,25.0,,2.0,ml,50.0,,,,25,Diclofenacum natricum,75.0,75,mg,1875.0,0,,HIGH,P4_N_FORM_VOL,,M01AB05,31.95,14.3
3447,10329,7680603740034,60374003,842,Diclofenac-Mepha,50 Amp 2 ml,AMPOULE,Amp,50.0,,2.0,ml,100.0,,,,50,Diclofenacum natricum,75.0,75,mg,3750.0,0,,HIGH,P4_N_FORM_VOL,,M01AB05,46.65,27.8
3448,2205,7680270480134,27048013,844,Dicynone,4 Amp 2 ml,AMPOULE,Amp,4.0,,2.0,ml,8.0,,,,4,Etamsylatum,250.0,250,mg,1000.0,0,,HIGH,P4_N_FORM_VOL,,B02BX01,13.75,4.16
3449,11435,7680682430017,68243001,3849,Dienogest Mylan,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Dienogestum,2.0,2,mg,56.0,0,,HIGH,P5_FORM_STK,G,G03DB08,61.7,39.48
3450,11436,7680682430024,68243002,3849,Dienogest Mylan,Blist 84 Stk,BLISTER,Blist,84.0,84.0,,,,,,,84,Dienogestum,2.0,2,mg,168.0,0,,HIGH,P5_FORM_STK,G,G03DB08,131.95,100.67
3451,10981,7680678010018,67801001,3749,Dienogest Sandoz,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Dienogestum,2.0,2,mg,56.0,0,,HIGH,P5_FORM_STK,G,G03DB08,63.55,43.43
3452,10982,7680678010025,67801002,3749,Dienogest Sandoz,3 Blist 28 Stk,BLISTER,Blist,3.0,28.0,,,,,,,84,Dienogestum,2.0,2,mg,168.0,0,,HIGH,P4_N_FORM_VOL,G,G03DB08,136.55,110.73
3453,10274,7680675110018,67511001,3625,Dienogest Spirig HC,28 Stk,,,,28.0,,,,,,,28,Dienogestum,2.0,2,mg,56.0,0,,HIGH,P9_SIMPLE,G,G03DB08,59.45,39.48
3454,10275,7680675110025,67511002,3625,Dienogest Spirig HC,84 Stk,,,,84.0,,,,,,,84,Dienogestum,2.0,2,mg,168.0,0,,HIGH,P9_SIMPLE,G,G03DB08,126.2,100.67
3455,10198,7680674530015,67453001,3605,Dienogest-Mepha,Blist 28 Stk,BLISTER,Blist,28.0,28.0,,,,,,,28,Dienogestum,2.0,2,mg,56.0,0,,HIGH,P5_FORM_STK,G,G03DB08,63.55,43.43
3456,10199,7680674530022,67453002,3605,Dienogest-Mepha,3 Blist 28 Stk,BLISTER,Blist,3.0,28.0,,,,,,,84,Dienogestum,2.0,2,mg,168.0,0,,HIGH,P4_N_FORM_VOL,G,G03DB08,136.55,110.73
3457,2206,7680528670294,52867029,846,Differin,50 g,,,,,50.0,g,50.0,,,,1,Adapalenum,1.0,1,mg,1.0,0,,HIGH,P9_SIMPLE,,D10AD03,29.95,12.46
3458,2207,7680547310195,54731019,847,Differin,50 g,,,,,50.0,g,50.0,,,,1,Adapalenum,1.0,1,mg,1.0,0,,HIGH,P9_SIMPLE,,D10AD03,29.95,12.46
3459,2208,7680629570011,62957001,848,Dificlir,20 Stk,,,,20.0,,,,,,,20,Fidaxomicinum,200.0,200,mg,4000.0,0,,HIGH,P9_SIMPLE,,A07AA12,1491.7,1356.53
3460,2211,7680495030329,49503032,849,Diflucan,1 Stk,,,,1.0,,,,,,,1,Fluconazolum,50.0,50,mg,50.0,0,,HIGH,P9_SIMPLE,O,J02AC01,15.2,5.52
3461,2213,7680495030404,49503040,849,Diflucan,2 Stk,,,,2.0,,,,,,,2,Fluconazolum,50.0,50,mg,100.0,0,,HIGH,P9_SIMPLE,O,J02AC01,28.5,11.15
3462,2209,7680495030671,49503067,849,Diflucan,7 Stk,,,,7.0,,,,,,,7,Fluconazolum,50.0,50,mg,350.0,0,,HIGH,P9_SIMPLE,O,J02AC01,28.35,11.01
3463,2210,7680495030756,49503075,849,Diflucan,28 Stk,,,,28.0,,,,,,,28,Fluconazolum,50.0,50,mg,1400.0,0,,HIGH,P9_SIMPLE,O,J02AC01,64.15,44.03
3464,2214,7680495030831,49503083,849,Diflucan,7 Stk,,,,7.0,,,,,,,7,Fluconazolum,50.0,50,mg,350.0,0,,HIGH,P9_SIMPLE,O,J02AC01,58.2,38.53
3465,2212,7680495030916,49503091,849,Diflucan,4 Stk,,,,4.0,,,,,,,4,Fluconazolum,50.0,50,mg,200.0,0,,HIGH,P9_SIMPLE,O,J02AC01,37.45,19.43
3466,2215,7680516010170,51601017,850,Diflucan,35 ml,,,,,35.0,ml,35.0,,,,1,Fluconazolum,50.0,50,mg,50.0,0,,HIGH,P9_SIMPLE,,J02AC01,40.15,21.82
3467,2216,7680516010255,51601025,850,Diflucan,35 ml,,,,,35.0,ml,35.0,,,,1,Fluconazolum,50.0,50,mg,50.0,0,,HIGH,P9_SIMPLE,,J02AC01,91.95,69.44
3468,9491,7680267280013,26728001,851,Digoxin Juvisé,Blist 100 Stk,BLISTER,Blist,100.0,100.0,,,,,,,100,Digoxinum,0.125,0.125,mg,12.5,0,,HIGH,P5_FORM_STK,,C01AA05,8.8,4.12
3469,9490,7680267280020,26728002,851,Digoxin Juvisé,Blist 100 Stk,BLISTER,Blist,100.0,100.0,,,,,,,100,Digoxinum,0.125,0.125,mg,12.5,0,,HIGH,P5_FORM_STK,,C01AA05,7.1,2.6
3470,2218,7680267280297,26728029,851,Digoxin Juvisé,100 Stk,,,,100.0,,,,,,,100,Digoxinum,0.125,0.125,mg,12.5,0,,HIGH,P9_SIMPLE,,C01AA05,8.8,4.12
3471,2217,7680267280457,26728045,851,Digoxin Juvisé,100 Stk,,,,100.0,,,,,,,100,Digoxinum,0.125,0.125,mg,12.5,0,,HIGH,P9_SIMPLE,,C01AA05,7.1,2.6
3472,9201,7680400390012,40039001,852,Digoxin Juvisé,5 Amp 2 ml,AMPOULE,Amp,5.0,,2.0,ml,10.0,,,,5,Digoxinum,0.5,0.5,mg,2.5,0,,HIGH,P4_N_FORM_VOL,,C01AA05,14.6,5.59
3473,2219,7680400390159,40039015,852,Digoxin Juvisé,5 Amp 2 ml,AMPOULE,Amp,5.0,,2.0,ml,10.0,,,,5,Digoxinum,0.5,0.5,mg,2.5,0,,HIGH,P4_N_FORM_VOL,,C01AA05,14.6,5.59
3474,2221,7680531620101,53162010,853,Dilatrend,30 Stk,,,,30.0,,,,,,,30,Carvedilolum,6.25,6.25,mg,187.5,0,,HIGH,P9_SIMPLE,O,C07AG02,16.55,6.69
3475,2222,7680531620293,53162029,853,Dilatrend,100 Stk,,,,100.0,,,,,,,100,Carvedilolum,6.25,6.25,mg,625.0,0,,HIGH,P9_SIMPLE,O,C07AG02,37.2,19.21
3476,2223,7680531620378,53162037,853,Dilatrend,30 Stk,,,,30.0,,,,,,,30,Carvedilolum,6.25,6.25,mg,187.5,0,,HIGH,P9_SIMPLE,O,C07AG02,29.6,12.15
3477,2224,7680531620453,53162045,853,Dilatrend,100 Stk,,,,100.0,,,,,,,100,Carvedilolum,6.25,6.25,mg,625.0,0,,HIGH,P9_SIMPLE,O,C07AG02,57.3,37.77
3478,2220,7680531620880,53162088,853,Dilatrend,14 Stk,,,,14.0,,,,,,,14,Carvedilolum,6.25,6.25,mg,87.5,0,,HIGH,P9_SIMPLE,O,C07AG02,10.35,1.04
3479,2225,7680501670013,50167001,854,Diltiazem-Mepha R,20 Stk,,,,20.0,,,,,,,20,Diltiazemi hydrochloridum,90.0,90,mg,1800.0,0,,HIGH,P9_SIMPLE,G,C08DB01,7.55,3.02
3480,2226,7680501670020,50167002,854,Diltiazem-Mepha R,100 Stk,,,,100.0,,,,,,,100,Diltiazemi hydrochloridum,90.0,90,mg,9000.0,0,,HIGH,P9_SIMPLE,G,C08DB01,26.8,12.65
3481,2227,7680444930120,44493012,855,Dilzem,50 Stk,,,,50.0,,,,,,,50,Diltiazemi hydrochloridum,60.0,60,mg,3000.0,0,,HIGH,P9_SIMPLE,,C08DB01,18.65,9.11
3482,2228,7680444930205,44493020,855,Dilzem,100 Stk,,,,100.0,,,,,,,100,Diltiazemi hydrochloridum,60.0,60,mg,6000.0,0,,HIGH,P9_SIMPLE,,C08DB01,34.15,15.44
3483,2231,7680523150340,52315034,857,Dilzem 240 Uno,30 Stk,,,,30.0,,,,,,,30,Diltiazemi hydrochloridum,240.0,240,mg,7200.0,0,,HIGH,P9_SIMPLE,,C08DB01,37.8,18.64
3484,2232,7680523150425,52315042,857,Dilzem 240 Uno,100 Stk,,,,100.0,,,,,,,100,Diltiazemi hydrochloridum,240.0,240,mg,24000.0,0,,HIGH,P9_SIMPLE,,C08DB01,83.05,58.07
3485,2234,7680462690204,46269020,856,Dilzem 90 Retard,100 Stk,,,,100.0,,,,,,,100,Diltiazemi hydrochloridum,120.0,120,mg,12000.0,0,,HIGH,P9_SIMPLE,O,C08DB01,28.9,11.47
3486,2233,7680462690396,46269039,856,Dilzem 90 Retard,20 Stk,,,,20.0,,,,,,,20,Diltiazemi hydrochloridum,120.0,120,mg,2400.0,0,,HIGH,P9_SIMPLE,O,C08DB01,12.15,2.66
3487,2229,7680462690471,46269047,856,Dilzem 90 Retard,30 Stk,,,,30.0,,,,,,,30,Diltiazemi hydrochloridum,120.0,120,mg,3600.0,0,,HIGH,P9_SIMPLE,O,C08DB01,14.35,4.69
3488,2230,7680462690556,46269055,856,Dilzem 90 Retard,100 Stk,,,,100.0,,,,,,,100,Diltiazemi hydrochloridum,120.0,120,mg,12000.0,0,,HIGH,P9_SIMPLE,O,C08DB01,30.65,13.1
3489,2235,7680495770287,49577028,858,Dilzem RR,30 Stk,,,,30.0,,,,,,,30,Diltiazemi hydrochloridum,180.0,180,mg,5400.0,0,,HIGH,P9_SIMPLE,,C08DB01,17.9,7.98
3490,2236,7680495770362,49577036,858,Dilzem RR,100 Stk,,,,100.0,,,,,,,100,Diltiazemi hydrochloridum,180.0,180,mg,18000.0,0,,HIGH,P9_SIMPLE,,C08DB01,40.85,22.47
3491,13949,7680694660013,69466001,4427,Dimethylfumarat Accord,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Dimethylis fumaras,120.0,120,mg,1680.0,0,,HIGH,P5_FORM_STK,G,L04AX07,101.6,77.67
3492,13950,7680694660020,69466002,4427,Dimethylfumarat Accord,Blist 56 Stk,BLISTER,Blist,56.0,56.0,,,,,,,56,Dimethylis fumaras,120.0,120,mg,6720.0,0,,HIGH,P5_FORM_STK,G,L04AX07,357.05,310.69
3493,13951,7680694660037,69466003,4427,Dimethylfumarat Accord,Blist 168 Stk,BLISTER,Blist,168.0,168.0,,,,,,,168,Dimethylis fumaras,120.0,120,mg,20160.0,0,,HIGH,P5_FORM_STK,G,L04AX07,1038.4,932.07
3494,13327,7680692030016,69203001,4269,Dimethylfumarat Sandoz,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Dimethylis fumaras,120.0,120,mg,1680.0,0,,HIGH,P5_FORM_STK,G,L04AX07,113.05,88.87
3495,13328,7680692030023,69203002,4269,Dimethylfumarat Sandoz,Blist 56 Stk,BLISTER,Blist,56.0,56.0,,,,,,,56,Dimethylis fumaras,120.0,120,mg,6720.0,0,,HIGH,P5_FORM_STK,G,L04AX07,403.05,355.51
3496,13329,7680692030030,69203003,4269,Dimethylfumarat Sandoz,Blist 168 Stk,BLISTER,Blist,168.0,168.0,,,,,,,168,Dimethylis fumaras,120.0,120,mg,20160.0,0,,HIGH,P5_FORM_STK,G,L04AX07,1176.35,1066.55
3497,13330,7680694110013,69411001,4270,Dimethylfumarat Viatris,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Dimethylis fumaras,120.0,120,mg,1680.0,0,,HIGH,P5_FORM_STK,G,L04AX07,113.05,88.87
3498,13331,7680694110020,69411002,4270,Dimethylfumarat Viatris,Blist 56 Stk,BLISTER,Blist,56.0,56.0,,,,,,,56,Dimethylis fumaras,120.0,120,mg,6720.0,0,,HIGH,P5_FORM_STK,G,L04AX07,403.05,355.51
3499,13332,7680694110037,69411003,4270,Dimethylfumarat Viatris,Blist 168 Stk,BLISTER,Blist,168.0,168.0,,,,,,,168,Dimethylis fumaras,120.0,120,mg,20160.0,0,,HIGH,P5_FORM_STK,G,L04AX07,1176.35,1066.55
3500,13333,7680695040012,69504001,4271,Dimethylfumarat-Mepha Teva,Blist 14 Stk,BLISTER,Blist,14.0,14.0,,,,,,,14,Dimethylis fumaras,120.0,120,mg,1680.0,0,,HIGH,P5_FORM_STK,G,L04AX07,113.05,88.87
3501,13334,7680695040029,69504002,4271,Dimethylfumarat-Mepha Teva,Blist 56 Stk,BLISTER,Blist,56.0,56.0,,,,,,,56,Dimethylis fumaras,120.0,120,mg,6720.0,0,,HIGH,P5_FORM_STK,G,L04AX07,403.05,355.51
3502,13335,7680695040036,69504003,4271,Dimethylfumarat-Mepha Teva,Blist 168 Stk,BLISTER,Blist,168.0,168.0,,,,,,,168,Dimethylis fumaras,120.0,120,mg,20160.0,0,,HIGH,P5_FORM_STK,G,L04AX07,1176.35,1066.55
3503,14030,7680694520010,69452001,4448,Dimetindene Leman,Fl 20 ml,BOTTLE,Fl,1.0,,20.0,ml,20.0,,,,1,Dimetindeni maleas,1.0,1,mg,1.0,0,,HIGH,P6_FORM_VOL,G,R06AB03,5.1,2.77
3504,12046,7680680500019,68050001,3973,Diosmin Hesperidin Zentiva,Blist 30 Stk,BLISTER,Blist,30.0,30.0,,,,,,,30,Diosminum,450.0,450,mg,13500.0,0,,HIGH,P5_FORM_STK,,C05CA53,14.35,7.76
3505,12047,7680680500026,68050002,3973,Diosmin Hesperidin Zentiva,Blist 60 Stk,BLISTER,Blist,60.0,60.0,,,,,,,60,Diosminum,450.0,450,mg,27000.0,0,,HIGH,P5_FORM_STK,,C05CA53,25.25,13.66
3506,12048,7680680500040,68050004,3973,Diosmin Hesperidin Zentiva,Blist 120 Stk,BLISTER,Blist,120.0,120.0,,,,,,,120,Diosminum,450.0,450,mg,54000.0,0,,HIGH,P5_FORM_STK,,C05CA53,47.0,25.45
3507,2237,7680557430029,55743002,859,Diovan,28 Stk,,,,28.0,,,,,,,28,Valsartanum,80.0,80,mg,2240.0,0,,HIGH,P9_SIMPLE,O,C09CA03,29.75,12.46
3508,2238,7680557430043,55743004,859,Diovan,98 Stk,,,,98.0,,,,,,,98,Valsartanum,80.0,80,mg,7840.0,0,,HIGH,P9_SIMPLE,O,C09CA03,59.65,40.27
3509,2239,7680557430067,55743006,859,Diovan,28 Stk,,,,28.0,,,,,,,28,Valsartanum,80.0,80,mg,2240.0,0,,HIGH,P9_SIMPLE,O,C09CA03,32.45,14.99
3510,2240,7680557430081,55743008,859,Diovan,98 Stk,,,,98.0,,,,,,,98,Valsartanum,80.0,80,mg,7840.0,0,,HIGH,P9_SIMPLE,O,C09CA03,72.75,52.47
3511,2241,7680302690128,30269012,860,Dipiperon,30 Stk,,,,30.0,,,,,,,30,Pipamperonum,40.0,40,mg,1200.0,0,,HIGH,P9_SIMPLE,,N05AD05,13.15,3.6
3512,2243,7680386950101,38695010,862,Diprogenta,Tb 10 g,TUBE,Tb,1.0,,10.0,g,10.0,,,,1,Betamethasonum,0.5,0.5,mg,0.5,0,,HIGH,P6_FORM_VOL,,D07CC01,8.75,4.04
3513,2244,7680386950293,38695029,862,Diprogenta,Tb 30 g,TUBE,Tb,1.0,,30.0,g,30.0,,,,1,Betamethasonum,0.5,0.5,mg,0.5,0,,HIGH,P6_FORM_VOL,,D07CC01,26.1,8.9
3514,2242,7680386960254,38696025,861,Diprogenta,Tb 30 g,TUBE,Tb,1.0,,30.0,g,30.0,,,,1,Betamethasonum,0.5,0.5,mg,0.5,0,,HIGH,P6_FORM_VOL,,D07CC01,26.1,8.9
3515,2245,7680448490385,44849038,863,Diprolen,30 g,,,,,30.0,g,30.0,,,,1,Betamethasonum,0.5,0.5,mg,0.5,0,,HIGH,P9_SIMPLE,,D07AC01,9.35,4.57
