cashback_id,limitation_id,preparation_id,limitation_code,product_name,cashback_extract,cashback_company,detection_patterns,rule_calc_type,rule_calc_value,rule_unit,rule_threshold_type,rule_threshold_value,rule_threshold_unit,rule_thresholds_all,rule_cond_treatment_stop,rule_cond_adverse_effects,rule_cond_treatment_failure,rule_cotreatments
180,2564,1095,EZETIMIB,Ezetimib Zentiva,"Le remboursement s'applique aux situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.",,percentage,percentage,50.0,per_week,,,,,0,1,0,
181,2565,3953,ATOZET2,Ezetimib-Atorvastatin-Mepha,"Le remboursement s'applique aux situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.",,percentage,percentage,50.0,per_week,,,,,0,1,0,
364,4535,4449,EZETROL,Ezetimib-Mepha,"Le remboursement s'applique aux situations suivantes: - patients à haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à la dose maximale tolérée. - patients à très haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à dose maximale tolérée. - patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine. - patients atteints de sitostéroinémie homozygote (phytostéroinémie).",,percentage,percentage,50.0,per_week,,,,,0,1,0,
183,2567,1092,EZETROL,Ezetimib-Mepha Teva,"Le remboursement s'applique aux situations suivantes: - patients à haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à la dose maximale tolérée. - patients à très haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à dose maximale tolérée. - patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine. - patients atteints de sitostéroinémie homozygote (phytostéroinémie).",,percentage,percentage,50.0,per_week,,,,,0,1,0,
184,2570,3568,EZETSIMVMeph,Ezetimib-Simvastatin-Mepha,"Le remboursement s’applique lorsque les patients sont déjà traités par Ezetimib-Simvastatin-Mepha. Le remboursement d'un traitement par Ezetimib-Simvastatin-Mepha nouvellement prescrit est en outre possible dans les situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.",,percentage,percentage,50.0,per_week,,,,,0,1,0,"[""SIMVASTATIN-MEPHA"", ""EZETIMIB-SIMVASTATIN-MEPHA""]"
229,3135,3568,EZETSIMVMeph,Ezetimib-Simvastatin-Mepha,"Le remboursement s’applique lorsque les patients sont déjà traités par Ezetimib-Simvastatin-Mepha. Le remboursement d'un traitement par Ezetimib-Simvastatin-Mepha nouvellement prescrit est en outre possible dans les situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.",,percentage,percentage,50.0,per_week,,,,,0,1,0,"[""SIMVASTATIN-MEPHA"", ""EZETIMIB-SIMVASTATIN-MEPHA""]"
230,3136,4143,EZETSIMVMeTe,Ezetimib-Simvastatin-Mepha Teva,"Le remboursement s’applique lorsque les patients sont déjà traités par Ezetimib-Simvastatin-Mepha Teva. Le remboursement d'un traitement par Ezetimib-Simvastatin-Mepha Teva nouvellement prescrit est en outre possible dans les situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.",,percentage,percentage,50.0,per_week,,,,,0,1,0,"[""EZETIMIB-SIMVASTATIN-MEPHA TEVA"", ""SIMVASTATIN-MEPHA"", ""EZETIMIB-SIMVASTATIN-MEPHA""]"
182,2566,1096,EZETROL,Ezetimibe Organon,"Le remboursement s'applique aux situations suivantes: - patients à haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à la dose maximale tolérée. - patients à très haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à dose maximale tolérée. - patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine. - patients atteints de sitostéroinémie homozygote (phytostéroinémie).",,percentage,percentage,50.0,per_week,,,,,0,1,0,
185,2571,1097,EZETROL,Ezetrol,"Le remboursement s'applique aux situations suivantes: - patients à haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à la dose maximale tolérée. - patients à très haut risque, selon la catégorie de risque du GSLA, qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec une statine hautement efficace (atorvastatine, rosuvastatine) seule à dose maximale tolérée. - patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine. - patients atteints de sitostéroinémie homozygote (phytostéroinémie).",,percentage,percentage,50.0,per_week,,,,,0,1,0,
214,3046,4104,GIVLAARI.01,Givlaari,"Remboursements: Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament, le titulaire de l’autorisation Alnylam Switzerland SA rembourse un montant convenu du prix de fabrique pour chaque emballage de GIVLAARI acheté.",Alnylam Switzerland SA,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""GIVLAARI""]"
5,395,1346,HARVONI5,Harvoni,"Dans le cas d’un traitement de 12 semaines par Harvoni, Gilead Sciences Suisse Sàrl remboursera, sur demande de l’assureur maladie chez lequel la personne assurée était assurée à la date de la délivrance du médicament, le prix de fabrique de la troisième boîte du médicament – soit CHF 14'034.42 – si son administration au patient est établie. Un remboursement de la TVA en plus de la somme susmentionnée est exclu. La demande de remboursement doit normalement être soumise dans les 3 mois suivant l’administration du médicament.",Gilead Sciences Suisse Sàrl,company_rembourse,chf_fixed,14.0,unknown,treatment_of_duration,12.0,weeks,"[{""type"": ""treatment_of_duration"", ""value"": 12, ""unit"": ""weeks"", ""match"": ""traitement de 12 semaines""}]",0,0,0,"[""HARVONI""]"
48,1281,1346,HARVONI6,Harvoni,"Dans le cas d’un traitement de 12 semaines par Harvoni, Gilead Sciences Suisse Sàrl remboursera, sur demande de l’assureur maladie chez lequel la personne assurée était assurée à la date de la délivrance du médicament, le prix de fabrique de la troisième boîte du médicament – soit CHF 14'034.42 – si son administration au patient est établie. Un remboursement de la TVA en plus de la somme susmentionnée est exclu. La demande de remboursement doit normalement être soumise dans les 3 mois suivant l’administration du médicament.",Gilead Sciences Suisse Sàrl,company_rembourse,chf_fixed,14.0,unknown,treatment_of_duration,12.0,weeks,"[{""type"": ""treatment_of_duration"", ""value"": 12, ""unit"": ""weeks"", ""match"": ""traitement de 12 semaines""}]",0,0,0,"[""HARVONI""]"
137,2151,1346,HARVONI7,Harvoni,"Dans le cas d’un traitement de 12 semaines par Harvoni, Gilead Sciences Suisse Sàrl remboursera, sur demande de l’assureur maladie chez lequel la personne assurée était assurée à la date de la délivrance du médicament, le prix de fabrique de la troisième boîte du médicament – soit CHF 14'034.42 – si son administration au patient est établie. Un remboursement de la TVA en plus de la somme susmentionnée est exclu. La demande de remboursement doit être effectuée à partir du début de l’administration.",Gilead Sciences Suisse Sàrl,company_rembourse,chf_fixed,14.0,unknown,treatment_of_duration,12.0,weeks,"[{""type"": ""treatment_of_duration"", ""value"": 12, ""unit"": ""weeks"", ""match"": ""traitement de 12 semaines""}]",0,0,0,"[""HARVONI""]"
51,1294,1409,IBRANCE2,Ibrance,"Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée.",Pfizer AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""IBRANCE""]"
61,1443,1409,IBRANCE2,Ibrance,"Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée.",Pfizer AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""IBRANCE""]"
129,2116,1409,IBRANCE2,Ibrance,"Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée.",Pfizer AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""IBRANCE""]"
138,2152,1409,IBRANCE2,Ibrance,"Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée.",Pfizer AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""IBRANCE""]"
294,3691,1409,IBRANCEEND,Ibrance,"Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée.",Pfizer AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""IBRANCE""]"
295,3695,4235,IBRANCEEND,Ibrance,"Sur demande, Pfizer AG rembourse à l’assureur qui couvrait l’assurée au moment de l’achat une partie fixe du prix de fabrication pour chaque boîte d’Ibrance achetée.",Pfizer AG,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""IBRANCE""]"
339,4276,4377,IDEFIRIX,Idefirix,"IQone Healthcare Switzerland SA rembourse, sur demande de l’assureur-maladie auprès duquel la personne assurée était affiliée au moment de la délivrance, 14% du prix de fabrique pour chaque emballage d’IDEFIRIX livré. La TVA ne peut pas être réclamée en plus des montants basés sur le prix de fabrique.",IQone Healthcare Switzerland SA,company_rembourse,percentage,14.0,per_box,,,,,0,0,0,"[""IDEFIRIX""]"
76,1544,1434,IMNOVID2,Imnovid,"La société Celgene GmbH rembourse à l’assureur-maladie 17,97% du prix de sortie d’usine par emballage d’IMNOVID sur demande de l’assureur-maladie auprès duquel la personne assurée l’était au moment de l’achat. La demande de remboursement par l’assurance-maladie ne s’applique qu’à l’association d’élotuzumab et d’IMNOVID et elle ne peut avoir lieu que si l’utilisation des deux médicaments peut être démontrée. Le remboursement de la taxe sur la valeur ajoutée ne peut pas être exigé en sus de ce montant de remboursement.",La société Celgene GmbH,company_rembourse,percentage,17.97,per_box,,,,,0,0,0,"[""IMNOVID""]"
110,1937,1434,IMNOVID3,Imnovid,La société Celgene GmbH rembourse à l’assureur-maladie 13.44% du prix de sortie d’usine par emballage d’IMNOVID sur demande de l’assureur-maladie auprès duquel la personne assurée l’était au moment de l’achat. La demande de remboursement par l’assurance-maladie ne s’applique qu’à l’association d’élotuzumab et d’IMNOVID et elle ne peut avoir lieu que si l’utilisation des deux médicaments peut être démontrée. Le remboursement de la taxe sur la valeur ajoutée ne peut pas être exigé en sus de ce montant de remboursement.,La société Celgene GmbH,company_rembourse,percentage,13.44,per_box,,,,,0,0,0,"[""IMNOVID""]"
186,2593,1449,INEGY,Inegy,"Le remboursement s’applique lorsque les patients sont déjà traités par Inegy. Le remboursement d'un traitement par Inegy nouvellement prescrit est en outre possible dans les situations suivantes: - patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. - patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. - patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.",,percentage,percentage,50.0,per_week,,,,,0,1,0,"[""INEGY""]"
231,3141,1449,INEGY,Inegy,"Le remboursement s’applique lorsque les patients sont déjà traités par Inegy. Le remboursement d'un traitement par Inegy nouvellement prescrit est en outre possible dans les situations suivantes: - patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. - patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. - patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.",,percentage,percentage,50.0,per_week,,,,,0,1,0,"[""INEGY""]"
232,3142,3856,INREBIC.01,Inrebic,"Le titulaire de l’autorisation, Bristol-Myers Squibb SA, rembourse, au prix de fabrique actuel, les trois premiers emballages de Inrebic achetés, pour les patients qui ont reçu Inrebic pour la première fois après le 1er juillet 2023, à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat. Le remboursement de la TVA ne peut pas être exigée en plus du prix de fabrique.",Bristol-Myers Squibb SA,titulaire_rembourse,unknown,,unknown,,,,,0,0,0,"[""INREBIC""]"
32,1098,3420,INTUNIV,Intuniv,"Sur demande de l’assureur maladie chez lequel la personne assurée était assurée au moment de la délivrance du médicament, la société Shire Switzerland GmbH sise à 6300 Zoug rembourse à cet assureur maladie, pour chaque emballage supplémentaire, 100% du prix départ usine de l’emballage le plus avantageux. Une demande de remboursement de la TVA en plus des montants à rembourser n’est pas admissible. La demande de remboursement doit normalement être soumise dans les six mois.",Shire Switzerland GmbH,percentage,percentage,100.0,per_box,,,,,0,0,0,
63,1454,3420,INTUNIV,Intuniv,"Sur demande de l’assureur maladie chez lequel la personne assurée était assurée au moment de la délivrance du médicament, la société Takeda Pharma AG sise à 8152 Glattpark-Opfikon (Zürich) rembourse à cet assureur maladie, pour chaque emballage supplémentaire, 100% du prix départ usine de l’emballage le plus avantageux. Une demande de remboursement de la TVA en plus des montants à rembourser n’est pas admissible. La demande de remboursement doit normalement être soumise dans les six mois.",Takeda Pharma AG,percentage,percentage,100.0,per_box,,,,,0,0,0,
149,2226,3910,ISTURISA,Isturisa,"Pour chaque emballage d'Isturisa acheté, Recordati SA rembourse, dès la première demande de l’assureur, une partie fixe du prix de fabrication à l'assurance maladie auprès de laquelle la personne était assurée au moment de la remise du médicament. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrication.",Recordati SA,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""ISTURISA""]"
333,4124,3910,ISTURISA,Isturisa,"Pour chaque emballage d'ISTURISA acheté, Recordati SA rembourse, dès la première demande de l’assureur, une partie fixe du prix de fabrique à l'assurance maladie auprès de laquelle la personne était assurée au moment de la remise du médicament. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de cette partie du prix de fabrique.",ISTURISA,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""ISTURISA""]"
161,2472,3977,JEMPERLI,Jemperli,"Dès la première demande de l’assurance maladie auprès de laquelle la personne était assurée au moment de la remise des médicaments, le titulaire de l’autorisation GlaxoSmithKline rembourse 100% du prix de fabrique pour les deux premiers cycles thérapeutiques chez toutes les patientes ainsi que 100% du prix de fabrique pour les 3e et 4e cycles thérapeutiques pour les patientes ayant dû arrêter leur traitement après 12 semaines. La TVA ne peut pas être exigée en plus de ce pourcentage du prix de fabrique. La demande de remboursement doit être faite dès le moment de l’administration.",,percentage,percentage,100.0,unknown,,,,,0,0,0,
167,2519,3977,JEMPERLI,Jemperli,"Dès la première demande de l’assurance maladie auprès de laquelle la personne était assurée au moment de la remise des médicaments, le titulaire de l’autorisation GlaxoSmithKline rembourse 100% du prix de fabrique pour les deux premiers cycles thérapeutiques chez toutes les patientes ainsi que 100% du prix de fabrique pour les 3e et 4e cycles thérapeutiques pour les patientes ayant dû arrêter leur traitement après 12 semaines. La TVA ne peut pas être exigée en plus de ce pourcentage du prix de fabrique. La demande de remboursement doit être faite dès le moment de l’administration.",,percentage,percentage,100.0,unknown,,,,,0,0,0,
316,3934,3977,JEMPERLI.01,Jemperli,"Le titulaire de l'autorisation, GlaxoSmithKline SA, rembourse à l'assurance-maladie auprès duquel la personne était assurée au moment de l'achat, à la première demande de ce dernier, Fr. 537.26 pour chaque emballage acheté. La TVA ne peut pas être récupérée en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l'administration.",GlaxoSmithKline SA,titulaire_rembourse,chf_fixed,537.26,per_box,,,,,0,0,0,
367,4580,3977,JEMPERLI.01,Jemperli,"Le titulaire de l'autorisation, GlaxoSmithKline SA, rembourse à l'assurance-maladie auprès duquel la personne était assurée au moment de l'achat, à la première demande de ce dernier, Fr. 537.26 pour chaque emballage acheté. La TVA ne peut pas être récupérée en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l'administration.",GlaxoSmithKline SA,titulaire_rembourse,chf_fixed,537.26,per_box,,,,,0,0,0,
6,471,1550,JEVTANA,Jevtana,"En cas d'arrêt de la thérapie avant le 2ème cycle de JEVTANA, la firme sanofi-aventis (suisse) sa remboursera au payeur, sur demande de l'assureur, les coûts de la dose de JEVTANA administrée pour le 1er cycle en termes de prix public.",la firme sanofi-aventis (suisse) sa,company_rembourse,unknown,,unknown,,,,,1,0,0,"[""JEVTANA""]"
139,2153,1550,JEVTANA2,Jevtana,"En cas d'arrêt de la thérapie avant le 2ème cycle de Jevtana, la firme sanofi-aventis (suisse) sa remboursera au payeur, sur demande de l'assureur, les coûts de la dose de Jevtana administrée pour le 1er cycle en termes de prix public.",la firme sanofi-aventis (suisse) sa,company_rembourse,unknown,,unknown,,,,,1,0,0,"[""JEVTANA""]"
7,472,1552,JINARC2,Jinarc,"Le spécialiste FMH en néphrologie traitant exerçant dans le service de néphrologie d’un centre/d’une clinique et formé par Otsuka Pharmaceutical (Suisse) Sàrl doit fournir les informations suivantes dans la demande de garantie de prise en charge des coûts: • diagnostic authentifié d’une PKRAD (classe 1) typique établi sur la base du nombre de kystes par rein et de l’âge (selon les critères de Pei-Ravine) ou à l’aide d’un test génétique • indications relatives à la posologie • indication relative à l’évolution du volume rénal • indication relative à l’évolution du DFGe Si en raison d’une adaptation de la dose, la posologie du traitement doit être portée à 45 mg (30 mg +15 mg) ou 30 mg (15 mg +15 mg) par jour, la société Otsuka Pharmaceutical (Suisse) Sàrl rembourse les coûts thérapeutiques dépassant la somme de 1972,90 francs par période de 28 jours à l’assureur-maladie auprès duquel le patient était assuré au moment de la prestation.",Otsuka Pharmaceutical (Suisse) Sàrl,company_rembourse,chf_fixed,1972.9,unknown,period_days,28.0,days,"[{""type"": ""period_days"", ""value"": 28, ""unit"": ""days"", ""match"": ""période de 28 jours""}]",0,0,0,"[""ASSAN""]"
40,1223,1552,JINARC2,Jinarc,"Le spécialiste FMH en néphrologie traitant exerçant dans le service de néphrologie d’un centre/d’une clinique et formé par Otsuka Pharmaceutical (Suisse) Sàrl doit fournir les informations suivantes dans la demande de garantie de prise en charge des coûts: • diagnostic authentifié d’une PKRAD (classe 1) typique établi sur la base du nombre de kystes par rein et de l’âge (selon les critères de Pei-Ravine) ou à l’aide d’un test génétique • indications relatives à la posologie • indication relative à l’évolution du volume rénal • indication relative à l’évolution du DFGe Si en raison d’une adaptation de la dose, la posologie du traitement doit être portée à 45 mg (30 mg +15 mg) ou 30 mg (15 mg +15 mg) par jour, la société Otsuka Pharmaceutical (Suisse) Sàrl rembourse les coûts thérapeutiques dépassant la somme de 1972,90 francs par période de 28 jours à l’assureur-maladie auprès duquel le patient était assuré au moment de la prestation.",Otsuka Pharmaceutical (Suisse) Sàrl,company_rembourse,chf_fixed,1972.9,unknown,period_days,28.0,days,"[{""type"": ""period_days"", ""value"": 28, ""unit"": ""days"", ""match"": ""période de 28 jours""}]",0,0,0,"[""ASSAN""]"
