cashback_segment_id,segment_id,limitation_id,preparation_id,limitation_code,product_name,indication_name,indication_code,cashback_extract,cashback_company,detection_patterns,rule_calc_type,rule_calc_value,rule_unit,rule_threshold_type,rule_threshold_value,rule_threshold_unit,rule_thresholds_all,rule_cond_treatment_stop,rule_cond_adverse_effects,rule_cond_treatment_failure,rule_cotreatments,indication_name_fr,segment_order
286,1255,3183,3850,DUPIXENT.06,Dupixent,Chronische Rhinosinusitis mit Nasenpolypen (CRSwNP) – Erwachsene,20819.06,"Sur première demande de l’assureur-maladie auprès duquel le/la patient(e) est affilié(e) lors de la prescription, Sanofi-Aventis (Suisse) SA rembourse une part de Fr. 68.89 par conditionnement de 2 doses de DUPIXENT acheté pour le traitement de la PNS. Un rabais supplémentaire est accordé à partir d'une durée de traitement de 52 semaines.",Sanofi-Aventis (Suisse) SA,company_rembourse,chf_fixed,68.89,unknown,therapy_duration_weeks,52.0,weeks,"[{""type"": ""therapy_duration_weeks"", ""value"": 52, ""unit"": ""weeks"", ""match"": ""durée de traitement de 52 semaines""}, {""type"": ""treatment_of_duration"", ""value"": 52, ""unit"": ""weeks"", ""match"": ""traitement de 52 semaines""}]",0,0,0,"[""DUPIXENT""]",Polypose naso-sinusienne (PNS) – Adultes,0
338,1463,3528,3626,DUPIXENT.06,Dupixent,Chronische Rhinosinusitis mit Nasenpolypen (CRSwNP) – Erwachsene,20819.06,"Sur première demande de l’assureur-maladie auprès duquel le/la patient(e) est affilié(e) lors de la prescription, Sanofi-Aventis (Suisse) SA rembourse une part de Fr. 68.89 par conditionnement de 2 doses de DUPIXENT acheté pour le traitement de la PNS. Un rabais supplémentaire est accordé à partir d'une durée de traitement de 52 semaines.",Sanofi-Aventis (Suisse) SA,company_rembourse,chf_fixed,68.89,unknown,therapy_duration_weeks,52.0,weeks,"[{""type"": ""therapy_duration_weeks"", ""value"": 52, ""unit"": ""weeks"", ""match"": ""durée de traitement de 52 semaines""}, {""type"": ""treatment_of_duration"", ""value"": 52, ""unit"": ""weeks"", ""match"": ""traitement de 52 semaines""}]",0,0,0,"[""DUPIXENT""]",Polypose naso-sinusienne (PNS) – Adultes,0
339,1469,3534,3850,DUPIXENT.06,Dupixent,Chronische Rhinosinusitis mit Nasenpolypen (CRSwNP) – Erwachsene,20819.06,"Sur première demande de l’assureur-maladie auprès duquel le/la patient(e) est affilié(e) lors de la prescription, Sanofi-Aventis (Suisse) SA rembourse une part de Fr. 68.89 par conditionnement de 2 doses de DUPIXENT acheté pour le traitement de la PNS. Un rabais supplémentaire est accordé à partir d'une durée de traitement de 52 semaines.",Sanofi-Aventis (Suisse) SA,company_rembourse,chf_fixed,68.89,unknown,therapy_duration_weeks,52.0,weeks,"[{""type"": ""therapy_duration_weeks"", ""value"": 52, ""unit"": ""weeks"", ""match"": ""durée de traitement de 52 semaines""}, {""type"": ""treatment_of_duration"", ""value"": 52, ""unit"": ""weeks"", ""match"": ""traitement de 52 semaines""}]",0,0,0,"[""DUPIXENT""]",Polypose naso-sinusienne (PNS) – Adultes,0
415,2126,4382,3626,DUPIXENT.06a,Dupixent,Chronische Rhinosinusitis mit Nasenpolypen (CRSwNP) – Erwachsene,20819.06,"Au-delà d'une durée de traitement de la PNS de 53 semaines, Sanofi-Aventis (Suisse) SA rembourse à l'assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, et ce dès la première demande, une partie du prix de fabrique à partir du 7ème emballage (2 seringues / 2 stylos par emballage) par année et par personne.",Sanofi-Aventis (Suisse) SA,company_rembourse,unknown,,per_box,from_box,7.0,boxes,"[{""type"": ""from_box"", ""value"": 7, ""unit"": ""boxes"", ""match"": ""à partir du 7ème emballage""}, {""type"": ""per_year"", ""value"": null, ""unit"": ""years"", ""match"": ""par année""}]",0,0,0,,Polypose naso-sinusienne (PNS) – Adultes,0
416,2129,4386,3850,DUPIXENT.06a,Dupixent,Chronische Rhinosinusitis mit Nasenpolypen (CRSwNP) – Erwachsene,20819.06,"Au-delà d'une durée de traitement de la PNS de 53 semaines, Sanofi-Aventis (Suisse) SA rembourse à l'assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, et ce dès la première demande, une partie du prix de fabrique à partir du 7ème emballage (2 seringues / 2 stylos par emballage) par année et par personne.",Sanofi-Aventis (Suisse) SA,company_rembourse,unknown,,per_box,from_box,7.0,boxes,"[{""type"": ""from_box"", ""value"": 7, ""unit"": ""boxes"", ""match"": ""à partir du 7ème emballage""}, {""type"": ""per_year"", ""value"": null, ""unit"": ""years"", ""match"": ""par année""}]",0,0,0,,Polypose naso-sinusienne (PNS) – Adultes,0
147,513,2290,991,EMPLICI.LeDe,Empliciti,"Kombination EMPLICITI, Lenalidomid und Dexamethason",20544.01,"Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation, Bristol-Myers Squibb SA, remboursera à ce dernier dans le cadre de la combinaison d’EMPLICITI avec lenalidomide, une part déterminée du prix de fabrique pour chaque emballage d’EMPLICITI acheté.",Bristol-Myers Squibb SA,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""EMPLICITI"", ""LENALIDOMIDE""]",Association d’EMPLICITI avec le lénalidomide et la dexaméthasone,0
386,2008,4169,991,EMPLICI.LeDe,Empliciti,"Kombination EMPLICITI, Lenalidomid und Dexamethason",20544.01,"Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation, Bristol-Myers Squibb SA, remboursera à ce dernier dans le cadre de la combinaison d’EMPLICITI avec le lénalidomide, une part déterminée du prix de fabrique pour chaque emballage d’EMPLICITI acheté.",Bristol-Myers Squibb SA,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""EMPLICITI""]",Association d’EMPLICITI avec le lénalidomide et la dexaméthasone,0
148,514,2291,991,EMPLICI.PoDe,Empliciti,"Kombination EMPLICITI, Pomalidomid und Dexamethason",20544.02,"Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation, Bristol-Myers Squibb SA, remboursera à ce dernier dans le cadre de la combinaison d’EMPLICITI avec pomalidomide et dexaméthasone, une part déterminée du prix de fabrique pour chaque emballage d’EMPLICITI acheté.",Bristol-Myers Squibb SA,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""EMPLICITI"", ""POMALIDOMIDE""]",Association d’EMPLICITI avec le pomalidomide et la dexaméthasone,0
387,2009,4170,991,EMPLICI.PoDe,Empliciti,"Kombination EMPLICITI, Pomalidomid und Dexamethason",20544.02,"Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation, Bristol-Myers Squibb SA, remboursera à ce dernier dans le cadre de la combinaison d’EMPLICITI avec le pomalidomide et la dexaméthasone, une part déterminée du prix de fabrique pour chaque emballage d’EMPLICITI acheté.",Bristol-Myers Squibb SA,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""EMPLICITI"", ""POMALIDOMIDE""]",Association d’EMPLICITI avec le pomalidomide et la dexaméthasone,0
396,2023,4208,991,EMPLICITI.01,Empliciti,EMPLICITI in Kombination mit Lenalidomid und Dexamethason,20544.01,"Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation, Bristol-Myers Squibb SA, remboursera à ce dernier dans le cadre de la combinaison d’EMPLICITI avec le lénalidomide, une part déterminée du prix de fabrique pour chaque emballage d’EMPLICITI acheté.",Bristol-Myers Squibb SA,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""EMPLICITI""]",EMPLICITI en association avec le lénalidomide et la dexaméthasone,0
397,2024,4209,991,EMPLICITI.02,Empliciti,EMPLICITI in Kombination mit Pomalidomid und Dexamethason,20544.02,"Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation, Bristol-Myers Squibb SA, remboursera à ce dernier dans le cadre de la combinaison d’EMPLICITI avec le pomalidomide et la dexaméthasone, une part déterminée du prix de fabrique pour chaque emballage d’EMPLICITI acheté.",Bristol-Myers Squibb SA,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""EMPLICITI"", ""POMALIDOMIDE""]",EMPLICITI en association avec le pomalidomide et la dexaméthasone,0
168,568,2366,3938,ENSPRYNG,Enspryng,Neuromyelitis-Optica-Spektrum-Erkrankung (NMOSD),21119.01,"Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, Roche Pharma (Suisse) SA remboursera pour chaque emballage acheté d’ENSPRYNG un montant forfaitaire sur le prix de fabrique de chaque emballage d’ENSPRYNG.",Roche Pharma (Suisse) SA,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ENSPRYNG""]",Maladies du spectre de la neuromyélite optique (NMOSD),0
443,2224,4571,3938,ENSPRYNG,Enspryng,Neuromyelitis-Optica-Spektrum-Erkrankung (NMOSD),21119.01,"Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, Roche Pharma (Suisse) SA remboursera pour chaque emballage acheté d’ENSPRYNG un montant forfaitaire sur le prix de fabrique de chaque emballage d’ENSPRYNG.",Roche Pharma (Suisse) SA,company_rembourse,amount_unspecified,,per_box,,,,,0,0,0,"[""ENSPRYNG""]",Maladies du spectre de la neuromyélite optique (NMOSD),0
398,2025,4212,4370,FABHALTA.01,Fabhalta,Behandlung von Erwachsenen mit paroxysmaler nächtlicher Hämoglobinurie (PNH),21784.01,"Le titulaire de l’autorisation rembourse à l'assurance-maladie auprès de laquelle la personne était assurée au moment de la remise du médicament, et ce dès la première demande, le prix de fabrique actuel de fr. Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique.",,titulaire_rembourse,amount_unspecified,,unknown,,,,,0,0,0,,Traitement des adultes atteints d’hémoglobinurie paroxystique nocturne (HPN),0
476,2342,4749,3417,FASENRA.02,Fasenra,Eosinophile Granulomatose mit Polyangiitis (EGPA),20735.02,"À partir du 8ème emballage utilisé de manière avérée pour le traitement au cours des 12 mois, AstraZeneca SA rembourse à l'assureur maladie auprès duquel la personne était assurée au moment de la remise du médicament, une part convenue du prix de fabrique. Le remboursement de la TVA ne peut pas être réclamée en plus de ce montant (base : prix de fabrique).",AstraZeneca SA,company_rembourse,amount_unspecified,,unknown,from_box,8.0,boxes,"[{""type"": ""from_box"", ""value"": 8, ""unit"": ""boxes"", ""match"": ""à partir du 8ème emballage""}, {""type"": ""from_nth"", ""value"": 12, ""unit"": ""months"", ""match"": ""des 12 mois""}, {""type"": ""within_first"", ""value"": 12, ""unit"": ""months"", ""match"": ""au cours des 12 mois""}]",0,0,0,,Granulomatose éosinophilique avec polyangéite (GEPA),0
477,2344,4751,3675,FASENRA.02,Fasenra Pen,Eosinophile Granulomatose mit Polyangiitis (EGPA),20735.02,"À partir du 8ème emballage utilisé de manière avérée pour le traitement au cours des 12 mois, AstraZeneca SA rembourse à l'assureur maladie auprès duquel la personne était assurée au moment de la remise du médicament, une part convenue du prix de fabrique. Le remboursement de la TVA ne peut pas être réclamée en plus de ce montant (base : prix de fabrique).",AstraZeneca SA,company_rembourse,amount_unspecified,,unknown,from_box,8.0,boxes,"[{""type"": ""from_box"", ""value"": 8, ""unit"": ""boxes"", ""match"": ""à partir du 8ème emballage""}, {""type"": ""from_nth"", ""value"": 12, ""unit"": ""months"", ""match"": ""des 12 mois""}, {""type"": ""within_first"", ""value"": 12, ""unit"": ""months"", ""match"": ""au cours des 12 mois""}]",0,0,0,,Granulomatose éosinophilique avec polyangéite (GEPA),0
306,1297,3271,3998,GAVRETO.01,Gavreto,2L NSCLC,21321.01,"Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse intégralement, au prix de fabrique actuel, les deux premiers emballages de GAVRETO 100 mg 120 pce acquis, à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament. La taxe sur la valeur ajoutée ne peut pas être récupérée exigée en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l'administration.",Roche Pharma (Suisse) SA,titulaire_rembourse,unknown,,unknown,,,,,0,0,0,"[""GAVRETO""]",2L NSCLC,0
307,1298,3272,3998,GAVRETO.03,Gavreto,RET-Fusion-positives Schilddrüsenkarzinom,21321.03,"Pour chaque boîte de GAVRETO achetée, Roche Pharma (Suisse) SA rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne était assurée au moment de la réception du traitement, à sa première demande.",Roche Pharma (Suisse) SA,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""GAVRETO""]",Cancer de la thyroïde présentant une fusion du gène RET,0
190,815,2636,3998,GAVRETOmtc,Gavreto,Medulläres Schilddrüsenkarzinom mit RET-Mutation:,21321.02,"Pour chaque boîte de GAVRETO achetée, Roche Pharma (Suisse) SA rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne était assurée au moment de la réception du traitement, à sa première demande.",Roche Pharma (Suisse) SA,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""GAVRETO""]",Cancer médullaire de la thyroïde présentant une mutation du gène RET:,0
287,1256,3184,3998,GAVRETOmtc,Gavreto,Medulläres Schilddrüsenkarzinom mit RET-Mutation,21321.02,"Pour chaque boîte de GAVRETO achetée, Roche Pharma (Suisse) SA rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne était assurée au moment de la réception du traitement, à sa première demande.",Roche Pharma (Suisse) SA,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""GAVRETO""]",Cancer médullaire de la thyroïde présentant une mutation du gène RET,0
189,814,2635,3998,GAVRETOnscl,Gavreto,2L NSCLC,21321.01,"Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse intégralement, au prix de fabrique actuel, les deux premiers emballages de GAVRETO 100mg 120 pce acquis, à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament.",Roche Pharma (Suisse) SA,titulaire_rembourse,unknown,,unknown,,,,,0,0,0,"[""GAVRETO""]",2L NSCLC,0
304,1283,3233,3998,GAVRETOnscl,Gavreto,2L NSCLC,21321.01,"Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse intégralement, au prix de fabrique actuel, les deux premiers emballages de GAVRETO 100 mg 120 pce acquis, à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament.",Roche Pharma (Suisse) SA,titulaire_rembourse,unknown,,unknown,,,,,0,0,0,"[""GAVRETO""]",2L NSCLC,0
191,816,2637,3998,GAVRETOret,Gavreto,RET-Fusion-positives Schilddrüsenkarzinom,21321.03,"Pour chaque boîte de GAVRETO achetée, Roche Pharma (Suisse) SA rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne était assurée au moment de la réception du traitement, à sa première demande.",Roche Pharma (Suisse) SA,company_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""GAVRETO""]",Cancer de la thyroïde présentant une fusion du gène RET,0
352,1815,3779,1271,GAZYVARO.03,Gazyvaro,Bisher unbehandeltes follikuläres Lymphom (FL 1L),20248.03,"Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assurance-maladie auprès de laquelle le patient était assuré au moment de la remise du médicament, et ce dès la première demande, un montant de 348. Le remboursement de la TVA ne peut pas être réclamé en plus.",Roche Pharma (Suisse) SA,titulaire_rembourse,amount_number_only,348.0,unknown,,,,,0,0,0,,Lymphome folliculaire non traité précédemment (LF 1L),0
351,1814,3778,1271,GAZYVARO.FLr,Gazyvaro,Refraktäres oder rezidiviertes follikuläres Lymphom (FL r/r),20248.02,"Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assurance-maladie auprès de laquelle le patient était assurée au moment de la remise du médicament, et ce dès la première demande, une part convenue du prix de fabrique pour chaque emballage de GAZYVARO remis. Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique.",Roche Pharma (Suisse) SA,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""GAZYVARO""]",Lymphome folliculaire réfractaire ou récidivant (LF r/r),0
88,375,2070,1271,GAZYVARO5,Gazyvaro,Refraktäres oder rezidiviertes follikuläres Lymphom (FL r/r),20248.02,"Sur demande de la caisse maladie auprès de laquelle le patient était assuré au moment de l’achat, le titulaire de l’autorisation de mise sur le marché Roche Pharma (Suisse) SA remboursera une partie fixe du prix départ usine pour chaque boîte de Gazyvaro achetée.",Roche Pharma (Suisse) SA,company_rembourse,full_refund_pex,,per_box,,,,,0,0,0,"[""GAZYVARO""]",Lymphome folliculaire réfractaire ou récidivant (LF r/r),0
89,376,2071,1271,GAZYVARO6,Gazyvaro,Bisher unbehandeltes follikuläres Lymphom (FL 1L),20248.03,Le titulaire de l’autorisation de mise sur le marché Roche Pharma (Suisse) SA remboursera à la caisse maladie auprès de laquelle le patient était assuré au moment de l’achat un montant de 441. La TVA ne peut pas être récupérée en plus.,Roche Pharma (Suisse) SA,company_rembourse,amount_number_only,441.0,unknown,,,,,0,0,0,,Lymphome folliculaire non traité précédemment (LF 1L),0
272,1228,3139,3537,HEMLIBRA.XX,Hemlibra,Für beide Indikationen gelten folgende Vergütungsvoraussetzungen:,20818.XX,"Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, respectivement sur demande de l’AI, pour chaque boîte d’Hemlibra, 14.74% du prix départ usine (PDU). La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de cette part du PDU. La demande de remboursement doit intervenir à partir du moment de l’administration.",Roche Pharma (Suisse) SA,company_rembourse,percentage,14.74,per_box,,,,,0,0,0,"[""HEMLIBRA""]","Pour les deux indications, les conditions de remboursement suivantes s’appliquent:",0
288,1257,3185,3537,HEMLIBRA.XX,Hemlibra,Für beide Indikationen gelten folgende Vergütungsvoraussetzungen:,20818.XX,"Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, respectivement sur demande de l’AI, pour chaque boîte d’Hemlibra, 14.74% du prix départ usine (PDU). La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de cette part du PDU. La demande de remboursement doit intervenir à partir du moment de l’administration.",Roche Pharma (Suisse) SA,company_rembourse,percentage,14.74,per_box,,,,,0,0,0,"[""HEMLIBRA""]","Pour les deux indications, les conditions de remboursement suivantes s’appliquent:",0
423,2169,4471,3537,HEMLIBRA.XXa,Hemlibra,Für beide Indikationen gelten folgende Vergütungsvoraussetzungen:,20818.XX,"Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, respectivement sur demande de l’AI, pour chaque boîte d’Hemlibra, 11.31% du prix départ usine (PDU). La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de cette part du PDU. La demande de remboursement doit intervenir à partir du moment de l’administration.",Roche Pharma (Suisse) SA,company_rembourse,percentage,11.31,per_box,,,,,0,0,0,"[""HEMLIBRA""]","Pour les deux indications, les conditions de remboursement suivantes s’appliquent:",0
35,121,1542,3537,HEMLIBRAV,Hemlibra,Für beide Indikation gelten folgende Vergütungsvoraussetzungen:,20818.03,"Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, resp.",Roche Pharma (Suisse) SA,company_rembourse,unknown,,unknown,,,,,0,0,0,,"Pour les deux indications, les conditions de remboursement suivantes s’appliquent:",0
260,1192,3047,3537,HEMLIBRAV,Hemlibra,Für beide Indikationen gelten folgende Vergütungsvoraussetzungen:,20818.03,"Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, resp.",Roche Pharma (Suisse) SA,company_rembourse,unknown,,unknown,,,,,0,0,0,,"Pour les deux indications, les conditions de remboursement suivantes s’appliquent:",0
207,882,2781,1364,HERCEPERJ.01,Herceptin,HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,17354.01,"En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique en plus la limitation suivante: Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""PERTUZUMAB"", ""HERCEPTIN"", ""PERJETA""]",HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein,0
289,1258,3186,1364,HERCEPERJ.01,Herceptin,HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,17354.01,"En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique en plus la limitation suivante : Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""PERTUZUMAB"", ""HERCEPTIN"", ""PERJETA""]",HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein,0
444,2226,4577,1364,HERCEPERJ.01,Herceptin,HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,17354.01,"En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique en plus la limitation suivante : Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""PERTUZUMAB"", ""HERCEPTIN"", ""PERJETA""]",HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein,0
115,422,2191,1364,HERCEPERJmam,Herceptin,HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,17354.01,"En ce qui concerne le remboursement d’HERCEPTIN dans cette combinaison s’applique en plus la limitation suivante: Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERCEPTIN en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""PERTUZUMAB"", ""HERCEPTIN"", ""PERJETA""]",HERCEPTIN en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein,0
208,884,2783,3891,HERZUPERJ.01,Herzuma,HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,21304.01,"En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique en plus la limitation suivante: Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""PERTUZUMAB"", ""HERZUMA"", ""PERJETA""]",HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein,0
290,1259,3187,3891,HERZUPERJ.01,Herzuma,HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,21304.01,"En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique en plus la limitation suivante : Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""PERTUZUMAB"", ""HERZUMA"", ""PERJETA""]",HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein,0
445,2227,4579,3891,HERZUPERJ.01,Herzuma,HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,21304.01,"En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique en plus la limitation suivante : Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""PERTUZUMAB"", ""HERZUMA"", ""PERJETA""]",HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein,0
116,424,2192,3891,HERZUPERJmam,Herzuma,HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,21304.01,"En ce qui concerne le remboursement d’HERZUMA dans cette combinaison s’applique en plus la limitation suivante: Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte d’HERZUMA en association avec le pertuzumab (PERJETA) achetée dans le cadre d’un traitement adjuvant (post-opératoire).",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""PERTUZUMAB"", ""HERZUMA"", ""PERJETA""]",HERZUMA en association avec le pertuzumab (PERJETA) comme traitement adjuvant du cancer du sein,0
410,2092,4335,4405,HYMPAVZI.XX,Hympavzi,Für beide Indikationen gelten folgende Vergütungsbedingungen:,21887.XX,"Si plus de 54 emballages d’HYMPAVZI à 150 mg sont utilisées par patient et par an, Pfizer AG rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise ou à l’AI, sur demande de l’assureur-maladie ou de l’AI, le prix de fabrique de chaque emballage remis à partir du 55e emballage d’HYMPAVZI à 150 mg. Le remboursement de la TVA ne peut pas être réclamé en plus des montants basés sur le prix de fabrique.",Pfizer AG,company_rembourse,threshold_box,55.0,per_patient,from_box,55.0,boxes,"[{""type"": ""from_box"", ""value"": 55, ""unit"": ""boxes"", ""match"": ""à partir du 55e emballage""}, {""type"": ""per_year"", ""value"": null, ""unit"": ""years"", ""match"": ""par an""}]",0,0,0,"[""HYMPAVZI""]",Les conditions de remboursement suivantes s’appliquent aux deux indications:,0
403,2051,4278,4378,IMJUDO_HCC,IMJUDO,HCC,21691.01,"Le titulaire de l'autorisation AstraZeneca SA rembourse à l'assureur-maladie auprès duquel était assurée la personne au moment de l’achat, une part définie du prix départ usine pour chaque boîte d'IMJUDO et d'IMFINZI achetées pour l'indication HCC.",AstraZeneca SA,company_rembourse,full_refund_pex,,per_box,,,,,0,0,0,"[""IMFINZI"", ""IMJUDO""]",HCC,0
