segment_id,segment_name,matched_code,match_type,matched_to,score
968,Schwere Plaque-Psoriasis,21453.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
972,Psoriasis-Arthritis,21452.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
976,Schwere Plaque-Psoriasis,21452.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
980,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
984,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
988,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
992,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
996,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1000,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1004,Psoriasis-Arthritis ,18538.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1008,Schwere Plaque-Psoriasis ,18538.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1012,Psoriasis-Arthritis ,17903.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1016,Schwere Plaque-Psoriasis ,17903.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1020,Psoriasis-Arthritis,20968.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1024,Schwere Plaque-Psoriasis,20968.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1028,Psoriasis-Arthritis,20969.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1032,Schwere Plaque-Psoriasis,20969.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1036,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1040,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1044,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1048,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1052,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1056,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1060,Psoriasis-Arthritis,21076.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1064,Schwere Plaque-Psoriasis,21076.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1068,Psoriasis-Arthritis,21079.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1072,Schwere Plaque-Psoriasis,21079.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1093,Ovarialkarzinom nach Erstlinienchemotherapie,20852.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
1094,Monotherapie,20852.01,NORMALIZED_CROSS,ind_part .01 from 20589.01,0.95
1095,Ovarialkarzinom nach Erstlinienchemotherapie,20852.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
1115,Psoriasis-Arthritis ,21479.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1119,Schwere Plaque-Psoriasis ,21479.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1123,Psoriasis-Arthritis ,21480.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1127,Schwere Plaque-Psoriasis ,21480.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1165,Morbus Crohn,21536.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
1168,Schwere Plaque-Psoriasis,21536.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1169,Psoriasis Arthritis,21536.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
1182,Ovarialkarzinom nach Erstlinienchemotherapie,21090.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
1205,Morbus Crohn,21606.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
1208,Schwere Plaque-Psoriasis,21606.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1209,Psoriasis Arthritis,21606.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
1210,Hämatologie:,20820.01,NORMALIZED_CROSS,ind_part .01 from 17079.01,0.95
1211,Autoimmunerkrankungen:,20820.02,NORMALIZED_CROSS,ind_part .02 from 17079.02,0.95
1213,Hämatologie:,20815.01,NORMALIZED_CROSS,ind_part .01 from 17079.01,0.95
1214,Autoimmunerkrankungen:,20815.02,NORMALIZED_CROSS,ind_part .02 from 17079.02,0.95
1285,Behandlung von Erwachsenen mit paroxysmaler nächtlicher Hämoglobinurie (PNH),21024.01,NORMALIZED_CROSS,ind_part .01 from 21557.01,0.95
1294,"Morbus Waldenström (MW, Monotherapie)",21365.05,NORMALIZED_CROSS,ind_part .05 from 21011.05,0.95
1304,Schwere Plaque-Psoriasis:,20900.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1305,Schwere Plaque-Psoriasis:,20900.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1312,Psoriasis-Arthritis,21028.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1333,Tumornekrosefaktor-Rezeptor-assoziiertes periodisches Syndrom (TRAPS):,19119.03,NORMALIZED_MATCH,same dossier 19119,1.0
1334,Hyperimmunglobulin-D-Syndrom (HIDS)/Mevalonatkinasedefizienz (MKD):,19119.04,NORMALIZED_MATCH,same dossier 19119,1.0
1335,Familiäres Mittelmeerfieber (FMF):,19119.05,NORMALIZED_MATCH,same dossier 19119,1.0
1345,Morbus Crohn (nur 360 mg und 600 mg),20922.03,NORMALIZED_MATCH,same dossier 21718,1.0
1346,Morbus Crohn (nur 360 mg und 600 mg),21719.03,NORMALIZED_CROSS,ind_part .03 from 20922.03,0.95
1387,Patienten mit Hämophilie A mit Hemmkörpern,21692.01,NORMALIZED_CROSS,ind_part .01 from 20818.01,0.95
1390,Autoimmunerkrankungen:,20820.02,NORMALIZED_CROSS,ind_part .02 from 17079.02,0.95
1395,Autoimmunerkrankungen:,20815.02,NORMALIZED_CROSS,ind_part .02 from 17079.02,0.95
1409,Psoriasis-Arthritis,21203.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1413,Schwere Plaque-Psoriasis,21203.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1418,Psoriasis-Arthritis,21266.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1422,Schwere Plaque-Psoriasis,21266.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1430,Psoriasis-Arthritis,20992.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1434,Schwere Plaque-Psoriasis,20992.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1439,Psoriasis-Arthritis,21009.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1443,Schwere Plaque-Psoriasis,21009.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1445,Ovarialkarzinom nach Erstlinienchemotherapie,18082.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
1456,Ovarialkarzinom nach Erstlinienchemotherapie,21264.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
1481,Psoriasis-Arthritis,21453.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1485,Schwere Plaque-Psoriasis,21453.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1490,Psoriasis-Arthritis,21452.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1494,Schwere Plaque-Psoriasis,21452.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1499,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1503,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1508,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1512,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1517,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1521,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1529,Psoriasis-Arthritis,20968.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1533,Schwere Plaque-Psoriasis,20968.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1538,Psoriasis-Arthritis,20969.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1542,Schwere Plaque-Psoriasis,20969.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1547,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1551,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1556,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1560,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1565,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1569,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1577,Psoriasis-Arthritis,21076.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1581,Schwere Plaque-Psoriasis,21076.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1586,Psoriasis-Arthritis,21079.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1590,Schwere Plaque-Psoriasis,21079.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1594,Morbus Crohn,20458.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
1597,Schwere Plaque-Psoriasis,20458.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1598,Psoriasis Arthritis,20458.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
1601,Ovarialkarzinom nach Erstlinienchemotherapie,21084.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
1611,Morbus Crohn,20402.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
1614,Schwere Plaque-Psoriasis,20402.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1615,Psoriasis Arthritis,20402.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
1618,Morbus Crohn,21606.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
1621,Schwere Plaque-Psoriasis,21606.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1622,Psoriasis Arthritis,21606.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
1632,Psoriasis-Arthritis ,21479.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1636,Schwere Plaque-Psoriasis ,21479.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1641,Psoriasis-Arthritis ,21480.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1645,Schwere Plaque-Psoriasis ,21480.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1651,Psoriasis-Arthritis,21203.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1655,Schwere Plaque-Psoriasis,21203.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1660,Psoriasis-Arthritis,21266.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1664,Schwere Plaque-Psoriasis,21266.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1672,Psoriasis-Arthritis,20992.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1676,Schwere Plaque-Psoriasis,20992.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1681,Psoriasis-Arthritis,21009.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1685,Schwere Plaque-Psoriasis,21009.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1688,Schwere Plaque-Psoriasis,20311.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1694,Schwere Plaque-Psoriasis,20311.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1699,Schwere Plaque-Psoriasis,20316.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1703,Schwere Plaque-Psoriasis,21385.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1720,Schwere Plaque-Psoriasis:,21753.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1725,Psoriasis-Arthritis,21076.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1729,Schwere Plaque-Psoriasis,21076.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1734,Psoriasis-Arthritis,21079.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1738,Schwere Plaque-Psoriasis,21079.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1742,Morbus Crohn,20458.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
1745,Schwere Plaque-Psoriasis,20458.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1746,Psoriasis Arthritis,20458.02,NORMALIZED_CROSS,ind_part .02 from 21476.02,0.95
1774,Ovarialkarzinom nach Erstlinienchemotherapie,21272.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
1778,Plaque-Psoriasis,19301.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
1779,Plaque-Psoriasis,20638.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
1780,Plaque-Psoriasis,20717.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
1781,Plaque-Psoriasis,21754.01,NORMALIZED_CROSS,ind_part .01 from 21652.01,0.95
1782,Psoriasis-Arthritis,21754.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1783,Morbus Crohn,21754.03,NORMALIZED_CROSS,ind_part .03 from 20752.03,0.95
1784,Colitis ulcerosa,21754.04,NORMALIZED_CROSS,ind_part .04 from 20752.04,0.95
1786,Ovarialkarzinom nach Erstlinienchemotherapie,21617.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
1795,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1799,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1804,Psoriasis-Arthritis ,21086.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1808,Schwere Plaque-Psoriasis ,21086.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1833,Austausch Originalpräparat/Generikum,21157.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1834,Austausch Originalpräparat/Generikum,21387.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1835,Austausch Originalpräparat/Generikum,21032.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1836,Austausch Originalpräparat/Generikum,21035.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1837,Austausch Originalpräparat/Generikum,21309.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1840,Austausch Originalpräparat/Generikum,21398.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1842,Austausch Originalpräparat/Generikum,21377.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1843,Austausch Originalpräparat/Generikum,21420.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1844,Austausch Originalpräparat/Generikum,21312.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1845,Austausch Originalpräparat/Generikum,21384.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1846,Austausch Originalpräparat/Generikum,21626.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1848,Austausch Originalpräparat/Generikum,21381.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1849,Austausch Originalpräparat/Generikum,21379.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1850,Austausch Originalpräparat/Generikum,19852.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1851,Austausch Originalpräparat/Generikum,20351.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1852,Austausch Originalpräparat/Generikum,20051.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1855,Austausch Originalpräparat/Generikum,21262.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1856,Austausch Originalpräparat/Generikum,21263.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1857,Austausch Originalpräparat/Generikum,21251.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1858,Austausch Originalpräparat/Generikum,21256.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1859,Austausch Originalpräparat/Generikum,21263.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1860,Austausch Originalpräparat/Generikum,21352.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1861,Austausch Originalpräparat/Generikum,21243.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1862,Austausch Originalpräparat/Generikum,21773.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1864,Austausch Originalpräparat/Generikum,21805.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1865,Austausch Originalpräparat/Generikum,21806.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1907,Austausch Originalpräparat/Generikum,21263.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1908,Austausch Originalpräparat/Generikum,21251.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1909,Austausch Originalpräparat/Generikum,21256.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1910,Austausch Originalpräparat/Generikum,21263.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1911,Austausch Originalpräparat/Generikum,21352.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1912,Austausch Originalpräparat/Generikum,21243.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1944,Austausch Originalpräparat/Generikum,21262.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1945,Austausch Originalpräparat/Generikum,21251.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
1947,Hämatologie:,21862.01,NORMALIZED_CROSS,ind_part .01 from 17079.01,0.95
1948,Autoimmunerkrankungen:,21862.02,NORMALIZED_CROSS,ind_part .02 from 17079.02,0.95
1967,Psoriasis-Arthritis,20992.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1971,Schwere Plaque-Psoriasis,20992.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
1976,Psoriasis-Arthritis,21009.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
1980,Schwere Plaque-Psoriasis,21009.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
2001,Austausch Originalpräparat/Generikum,21880.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
2075,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
2079,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
2084,Psoriasis-Arthritis ,21095.02,NORMALIZED_CROSS,ind_part .02 from 21327.02,0.95
2088,Schwere Plaque-Psoriasis ,21095.01,NORMALIZED_CROSS,ind_part .01 from 21327.01,0.95
2157,Behandlung von Erwachsenen mit paroxysmaler nächtlicher Hämoglobinurie (PNH),21024.01,NORMALIZED_CROSS,ind_part .01 from 21557.01,0.95
2162,"Morbus Waldenström (MW, Monotherapie)",21365.05,NORMALIZED_CROSS,ind_part .05 from 21011.05,0.95
2208,Austausch Originalpräparat/Generikum,22005.01,NORMALIZED_CROSS,ind_part .01 from 21423.01,0.95
2333,Ovarialkarzinom nach Erstlinienchemotherapie,21090.02,NORMALIZED_CROSS,ind_part .02 from 21597.02,0.95
28,Nicht-kleinzelliges Lungenkarzinom (NSCLC),20461.07,PIPE_PART_CROSS,ind_part .07 from 19520.07,0.9
30,Nierenzellkarzinom (RCC),20461.03,PIPE_PART_CROSS,ind_part .03 from 19520.03,0.9
42,Nicht-kleinzelliges Lungenkarzinom (NSCLC),20461.07,PIPE_PART_CROSS,ind_part .07 from 19520.07,0.9
45,Nierenzellkarzinom (RCC),20461.03,PIPE_PART_CROSS,ind_part .03 from 19520.03,0.9
58,"Indikationsübergreifende Limitatio (CRC, GIST und HCC)",20050.01,PIPE_PART_MATCH,same dossier 20050,0.95
59,Kolorektalkarzinom (CRC),20050.01,PIPE_PART_MATCH,same dossier 20050,0.95
60,Gastrointestinale Stromatumoren (GIST),20050.01,PIPE_PART_MATCH,same dossier 20050,0.95
61,Leberzellkarzinom (HCC),20050.01,PIPE_PART_MATCH,same dossier 20050,0.95
62,"Indikationsübergreifende Limitatio (CRC, GIST und HCC)",20050.01,PIPE_PART_MATCH,same dossier 20050,0.95
63,Kolorektalkarzinom (CRC),20050.01,PIPE_PART_MATCH,same dossier 20050,0.95
64,Gastrointestinale Stromatumoren (GIST),20050.01,PIPE_PART_MATCH,same dossier 20050,0.95
65,Leberzellkarzinom (HCC),20050.01,PIPE_PART_MATCH,same dossier 20050,0.95
67,"Behandlung von Erwachsenen, Kindern und Jugendlichen mit atypischem Hämolytisch-Urämischen Syndrom (aHUS)",19016.02,PIPE_PART_MATCH,same dossier 19016,0.95
71,Nicht-kleinzelliges Lungenkarzinom (NSCLC) ,20461.07,PIPE_PART_CROSS,ind_part .07 from 19520.07,0.9
73,Nierenzellkarzinom (RCC),20461.03,PIPE_PART_CROSS,ind_part .03 from 19520.03,0.9
110,"Behandlung von Erwachsenen, Kindern und Jugendlichen mit atypischem Hämolytisch-Urämischen Syndrom (aHUS)",19016.02,PIPE_PART_MATCH,same dossier 19016,0.95
118,"Behandlung von Erwachsenen, Kindern und Jugendlichen mit atypischem Hämolytisch-Urämischen Syndrom (aHUS)",19016.02,PIPE_PART_MATCH,same dossier 19016,0.95
149,"Behandlung von Erwachsenen, Kindern und Jugendlichen mit atypischem Hämolytisch-Urämischen Syndrom (aHUS)",19016.02,PIPE_PART_MATCH,same dossier 19016,0.95
223,"Kombination REVLIMID, Elotuzumab und Dexamethason",18541.08,KOMBI_NORMALIZED,same dossier 18541,0.9
226,"Behandlung von Erwachsenen, Kindern und Jugendlichen mit atypischem Hämolytisch-Urämischen Syndrom (aHUS)",19016.02,PIPE_PART_MATCH,same dossier 19016,0.95
358,"Behandlung von Erwachsenen, Kindern und Jugendlichen mit atypischem Hämolytisch-Urämischen Syndrom (aHUS)",19016.02,PIPE_PART_MATCH,same dossier 19016,0.95
378,Nicht-kleinzelliges Lungenkarzinom (NSCLC),20461.07,PIPE_PART_CROSS,ind_part .07 from 19520.07,0.9
381,Nierenzellkarzinom (RCC),20461.03,PIPE_PART_CROSS,ind_part .03 from 19520.03,0.9
400,Nierenzellkarzinom (RCC),20461.03,PIPE_PART_CROSS,ind_part .03 from 19520.03,0.9
409,Kombinationstherapie mit Bevacizumab,20852.02,PIPE_PART_MATCH,same dossier 20852,0.95
411,Nicht-kleinzelliges Lungenkarzinom (NSCLC),20461.07,PIPE_PART_CROSS,ind_part .07 from 19520.07,0.9
415,Nierenzellkarzinom (RCC),20461.03,PIPE_PART_CROSS,ind_part .03 from 19520.03,0.9
421,Kombinationstherapie mit Lynparza (Olaparib),21090.08,PIPE_PART_MATCH,same dossier 21090,0.95
422,HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,17354.01,PIPE_PART_MATCH,same dossier 17354,0.95
424,HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,21304.01,PIPE_PART_MATCH,same dossier 21304,0.95
426,OGIVRI in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,21087.01,PIPE_PART_MATCH,same dossier 21087,0.95
428,OGIVRI in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,21109.01,PIPE_PART_CROSS,ind_part .01 from 21087.01,0.9
434,TRAZIMERA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,20966.01,PIPE_PART_MATCH,same dossier 20966,0.95
443,AVASTIN in Kombination mit Atezolizumab (TECENTRIQ) zur Behandlung des inoperablen oder metastasierten hepatozellulären Karzinoms (HCC),18082.08,PIPE_PART_MATCH,same dossier 18082,0.95
447,Daratumumab in Kombination mit Lenalidomid und Dexamethason ,20589.02,KOMBI_NORMALIZED,same dossier 20589,0.9
451,Daratumumab in Kombination mit Lenalidomid und Dexamethason ,21150.02,KOMBI_NORMALIZED,same dossier 21150,0.9
456,KANJINTI in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,21018.01,PIPE_PART_MATCH,same dossier 21018,0.95
481,"Kombination LENALIDOMID-TEVA, Elotuzumab und Dexamethason",21379.08,KOMBI_CROSS,ind_part .08 from 18541.08,0.85
491,OYAVAS in Kombination mit Atezolizumab (TECENTRIQ) zur Behandlung des inoperablen oder metastasierten hepatozellulären Karzinoms (HCC),21272.08,PIPE_PART_MATCH,same dossier 21272,0.95
503,Kombinationstherapie mit Lynparza (Olaparib),21090.08,PIPE_PART_MATCH,same dossier 21090,0.95
504,ZIRABEV in Kombination mit Atezolizumab (TECENTRIQ) zur Behandlung des inoperablen oder metastasierten hepatozellulären Karzinoms (HCC),21090.09,PIPE_PART_MATCH,same dossier 21090,0.95
526,"Kombination LENALIDOMID-TEVA, Elotuzumab und Dexamethason",21379.08,KOMBI_CROSS,ind_part .08 from 18541.08,0.85
553,"Kombination REVLIMID, Elotuzumab und Dexamethason",18541.08,KOMBI_NORMALIZED,same dossier 18541,0.9
556,"Behandlung von Erwachsenen, Kindern und Jugendlichen mit atypischem Hämolytisch-Urämischen Syndrom (aHUS)",21024.02,PIPE_PART_CROSS,ind_part .02 from 19016.02,0.9
588,"Behandlung von Erwachsenen, Kindern und Jugendlichen mit atypischem Hämolytisch-Urämischen Syndrom (aHUS)",21024.02,PIPE_PART_CROSS,ind_part .02 from 19016.02,0.9
607,KYPROLIS in Kombination mit Daratumumab und Dexamethason (KDd),20481.02,PIPE_PART_MATCH,same dossier 20481,0.95
614,"Kombination LENALIDOMID-TEVA, Ixazomib und Dexamethason",21379.09,KOMBI_CROSS,ind_part .09 from 18541.09,0.85
633,"Kombination REVLIMID, Ixazomib und Dexamethason",18541.09,KOMBI_NORMALIZED,same dossier 18541,0.9
853,"Kombination REVLIMID, Elotuzumab und Dexamethason",18541.08,KOMBI_NORMALIZED,same dossier 18541,0.9
854,"Kombination REVLIMID, Ixazomib und Dexamethason",18541.09,KOMBI_NORMALIZED,same dossier 18541,0.9
882,HERCEPTIN in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,17354.01,PIPE_PART_MATCH,same dossier 17354,0.95
884,HERZUMA in Kombination mit Pertuzumab (PERJETA) als adjuvante Therapie des Mammakarzinoms,21304.01,PIPE_PART_MATCH,same dossier 21304,0.95
